product_id,product_name,category,unit_cost,weight_kg,dimensions_cm
PRD00446,Range Max,Electronics,331.32,16.21,49x97x95
PRD00447,How Max,Electronics,448.86,13.81,8x23x34
PRD00448,Bring Standard,Home & Kitchen,419.54,16.65,12x76x97
PRD00449,Spring Max,Books,83.24,10.1,36x81x99
PRD00450,Receive Standard,Toys,340.48,19.58,62x18x8
PRD00451,Word Lite,Sports,379.67,5.56,87x47x17
PRD00452,Resource Max,Sports,121.57,14.04,51x24x42
PRD00453,Church Standard,Toys,253.45,15.07,26x48x31
PRD00454,Matter Max,Books,122.84,19.67,13x20x46
PRD00455,Whether Standard,Toys,499.59,19.56,9x63x26
PRD00456,Sure Standard,Home & Kitchen,35.62,14.79,85x14x60
PRD00457,Available Lite,Sports,86.14,19.39,38x66x50
PRD00458,Else Pro,Sports,102.28,14.03,96x87x21
PRD00459,Among Pro,Home & Kitchen,463.57,12.54,67x61x39
PRD00460,Hair Standard,Toys,19.54,12.7,94x42x34
PRD00461,Party Max,Books,30.06,13.73,24x51x47
PRD00462,Certain Lite,Sports,418.09,0.33,66x22x65
PRD00463,Table Max,Electronics,261.4,9.81,100x10x69
PRD00464,Leader Lite,Sports,324.41,4.26,77x30x22
PRD00465,Future Pro,Sports,382.84,15.68,43x58x75
PRD00466,Return Max,Toys,244.5,13.43,68x16x41
PRD00467,Performance Standard,Home & Kitchen,93.38,11.02,82x95x18
PRD00468,Least Standard,Electronics,389.8,17.08,84x5x24
PRD00469,Let Standard,Books,13.92,9.29,46x24x67
PRD00470,Your Standard,Books,20.14,6.85,8x85x89
PRD00471,Present Standard,Toys,481.4,13.46,80x76x34
PRD00472,Art Standard,Electronics,491.65,4.33,37x30x25
PRD00473,Pattern Pro,Toys,428.16,12.31,9x61x55
PRD00474,Quality Standard,Toys,248.88,9.0,23x31x76
PRD00475,Service Standard,Books,237.86,4.59,34x8x46
PRD00476,Care Pro,Home & Kitchen,178.02,10.6,52x81x47
PRD00477,Participant Lite,Sports,169.96,12.18,55x63x51
PRD00478,But Standard,Home & Kitchen,447.71,16.45,31x48x92
PRD00479,Court Max,Sports,484.29,2.4,58x54x60
PRD00480,Defense Standard,Toys,349.95,19.38,34x30x31
PRD00481,Suffer Pro,Sports,436.86,13.6,48x35x19
PRD00482,Image Standard,Sports,143.91,4.52,36x77x98
PRD00483,Deep Max,Electronics,278.3,0.4,38x38x80
PRD00484,Avoid Pro,Home & Kitchen,116.87,2.31,74x38x81
PRD00485,Newspaper Lite,Electronics,40.53,18.03,7x13x26
PRD00486,Many Lite,Home & Kitchen,481.42,16.53,74x22x46
PRD00487,Edge Standard,Books,447.97,15.45,22x37x14
PRD00488,Foot Pro,Home & Kitchen,451.97,3.23,34x69x67
PRD00489,American Pro,Home & Kitchen,141.16,18.02,16x97x57
PRD00490,Country Pro,Electronics,291.3,0.75,98x62x7
PRD00491,Suddenly Max,Toys,427.27,17.68,80x20x41
PRD00492,Thus Max,Home & Kitchen,82.37,19.39,91x28x100
PRD00493,There Lite,Toys,106.8,7.62,80x5x59
PRD00494,Page Max,Toys,143.85,19.83,43x93x63
PRD00495,Project Max,Home & Kitchen,152.05,10.64,77x97x44
PRD00496,Blue Max,Electronics,54.67,16.3,99x70x97
PRD00497,Available Lite,Home & Kitchen,195.29,19.03,79x39x15
PRD00498,Institution Pro,Toys,145.08,10.39,72x50x97
PRD00499,Idea Lite,Sports,370.42,17.49,62x11x22
PRD00500,Prove Max,Toys,172.83,4.83,5x86x89
PRD00501,Adult Standard,Home & Kitchen,46.41,17.46,27x17x90
PRD00502,Individual Pro,Electronics,151.76,10.53,82x18x23
PRD00503,Provide Lite,Toys,284.59,18.05,56x92x89
PRD00504,Commercial Pro,Home & Kitchen,165.89,3.61,50x91x93
PRD00505,Bring Lite,Sports,101.69,2.38,98x34x86
PRD00506,Beyond Lite,Books,197.02,9.61,91x66x41
PRD00507,Ahead Max,Home & Kitchen,23.01,1.72,16x83x94
PRD00508,Rich Pro,Sports,417.41,9.09,30x23x8
PRD00509,President Lite,Toys,455.87,6.43,33x94x11
PRD00510,Point Lite,Toys,118.58,6.63,62x52x29
PRD00511,According Max,Sports,220.97,19.04,85x77x88
PRD00512,State Pro,Home & Kitchen,345.81,13.75,17x43x50
PRD00513,Support Pro,Toys,133.95,18.78,10x33x99
PRD00514,Turn Lite,Electronics,173.35,10.81,37x66x57
PRD00515,Most Lite,Books,451.95,7.31,44x40x79
PRD00516,Month Pro,Sports,353.31,4.58,53x33x73
PRD00517,Yes Pro,Home & Kitchen,266.71,17.61,19x38x13
PRD00518,Wife Lite,Toys,396.15,7.28,42x82x36
PRD00519,Mouth Lite,Electronics,216.9,16.19,48x64x33
PRD00520,Hundred Max,Electronics,242.29,13.52,20x17x96
PRD00521,Let Pro,Sports,96.19,0.64,47x22x56
PRD00522,Trouble Standard,Electronics,27.08,1.65,84x88x56
PRD00523,Magazine Standard,Sports,398.49,8.18,10x8x42
PRD00524,Course Max,Sports,393.29,3.59,20x26x58
PRD00525,However Standard,Toys,347.38,12.39,23x96x8
PRD00526,Bed Lite,Sports,203.24,19.12,46x31x10
PRD00527,Beautiful Pro,Books,427.27,6.37,64x27x53
PRD00528,Knowledge Standard,Sports,301.09,3.37,45x41x44
PRD00529,Lead Standard,Home & Kitchen,155.99,0.44,43x13x42
PRD00530,Just Standard,Books,338.29,14.29,89x91x36
PRD00531,Mission Lite,Toys,207.05,14.53,58x47x71
PRD00532,Can Standard,Sports,112.27,15.95,8x31x97
PRD00533,Bill Pro,Electronics,259.85,17.58,19x33x22
PRD00534,Short Pro,Electronics,378.94,6.43,44x51x33
PRD00535,Manage Max,Books,78.53,8.69,25x66x100
PRD00536,News Max,Electronics,289.41,10.28,81x65x80
PRD00537,Care Lite,Sports,218.91,0.32,95x75x82
PRD00538,Whole Lite,Home & Kitchen,412.67,13.06,77x21x9
PRD00539,Note Pro,Home & Kitchen,344.72,7.12,45x37x49
PRD00540,Including Lite,Sports,202.63,8.78,28x47x90
PRD00541,Else Max,Toys,179.36,3.31,90x60x14
PRD00542,Surface Pro,Sports,114.03,3.12,32x64x9
PRD00543,Value Standard,Sports,447.91,17.59,48x68x86
PRD00544,Standard Standard,Electronics,333.42,12.14,15x74x85
PRD00545,Generation Standard,Toys,228.87,17.94,22x58x5
PRD00546,Character Pro,Books,418.76,3.17,35x42x40
PRD00547,Perhaps Lite,Books,448.08,0.33,38x45x13
PRD00548,Option Pro,Home & Kitchen,383.24,13.5,45x51x25
PRD00549,Bed Pro,Books,116.75,16.82,17x9x100
PRD00550,Operation Standard,Toys,401.54,7.09,15x8x34
PRD00551,Enter Max,Sports,392.7,1.01,14x68x52
PRD00552,Car Pro,Toys,440.05,4.19,13x77x66
PRD00553,Hotel Pro,Home & Kitchen,173.92,13.81,7x37x93
PRD00554,Prove Pro,Sports,15.07,4.42,32x89x34
PRD00555,Thousand Pro,Home & Kitchen,335.57,0.87,81x90x33
PRD00556,Garden Pro,Books,246.6,5.8,49x97x75
PRD00557,Method Max,Toys,467.99,18.93,61x49x36
PRD00558,Never Standard,Toys,460.65,13.12,100x6x67
PRD00559,Full Lite,Sports,251.55,13.4,14x91x10
PRD00560,Usually Max,Toys,441.39,13.81,77x27x38
PRD00561,Very Standard,Sports,271.32,17.33,83x21x81
PRD00562,Simple Standard,Books,184.93,18.84,35x95x30
PRD00563,Who Lite,Toys,492.02,2.84,8x84x64
PRD00564,Commercial Lite,Books,78.99,12.69,52x10x7
PRD00565,Mrs Max,Toys,173.68,8.25,36x10x29
PRD00566,Get Lite,Sports,337.03,16.99,67x5x27
PRD00567,Employee Standard,Toys,14.26,18.46,13x54x61
PRD00568,Control Pro,Sports,377.03,6.78,77x54x22
PRD00569,If Max,Home & Kitchen,251.05,8.35,27x79x64
PRD00570,Spend Max,Electronics,454.2,6.97,79x29x15
PRD00571,Indicate Max,Toys,290.41,19.53,55x36x86
PRD00572,Agent Standard,Sports,310.08,18.86,71x17x12
PRD00573,Argue Pro,Home & Kitchen,161.1,16.33,42x17x99
PRD00574,Share Max,Sports,71.37,19.13,12x93x24
PRD00575,Attention Max,Sports,55.86,6.44,19x95x71
PRD00576,Hit Pro,Toys,50.62,1.35,9x16x60
PRD00577,Eye Standard,Toys,136.61,10.98,27x50x95
PRD00578,Rich Standard,Sports,93.39,13.74,17x99x51
PRD00579,At Max,Toys,393.82,17.15,36x91x60
PRD00580,Fill Pro,Toys,407.49,13.17,95x42x84
PRD00581,Generation Pro,Sports,425.62,11.3,25x19x44
PRD00582,Program Max,Home & Kitchen,48.65,1.25,71x88x34
PRD00583,Mother Standard,Sports,116.01,5.66,62x7x96
PRD00584,Wait Pro,Toys,179.8,6.47,21x75x86
PRD00585,Card Max,Toys,41.94,8.62,43x33x16
PRD00586,Sport Lite,Electronics,303.2,9.59,32x32x86
PRD00587,Cost Max,Toys,314.58,14.64,77x58x35
PRD00588,Note Max,Home & Kitchen,116.14,19.7,88x61x11
PRD00589,Professor Lite,Books,439.21,14.57,13x62x54
PRD00590,Position Standard,Toys,180.88,0.69,67x19x70
PRD00591,Stand Pro,Books,316.61,11.41,65x76x93
PRD00592,Human Max,Toys,450.75,10.35,60x64x27
PRD00593,Rather Max,Home & Kitchen,137.02,6.32,16x40x75
PRD00594,Market Pro,Sports,27.58,12.34,8x41x77
PRD00595,Buy Pro,Electronics,265.27,4.29,11x21x39
PRD00596,Social Max,Toys,66.86,0.57,18x71x89
PRD00597,Ready Max,Sports,321.17,16.41,57x63x37
PRD00598,Very Standard,Electronics,78.01,10.32,27x92x96
PRD00599,Establish Standard,Electronics,122.17,19.45,58x69x12
PRD00600,Wear Lite,Sports,174.12,6.63,72x88x40
PRD00601,Thus Standard,Home & Kitchen,346.53,13.23,95x18x57
PRD00602,Think Max,Books,404.96,0.68,32x34x24
PRD00603,Join Max,Toys,165.08,12.86,44x48x43
PRD00604,Add Lite,Home & Kitchen,395.33,0.22,98x50x52
PRD00605,Goal Standard,Books,417.9,16.22,12x65x11
PRD00606,American Pro,Toys,25.79,17.85,25x47x61
PRD00607,Of Max,Books,354.84,3.7,89x59x67
PRD00608,Maybe Standard,Sports,170.15,9.92,94x36x40
PRD00609,Guy Max,Toys,310.4,19.56,27x32x97
PRD00610,Seven Max,Home & Kitchen,109.38,7.99,76x18x99
PRD00611,Drug Standard,Electronics,141.6,16.25,42x90x36
PRD00612,Walk Pro,Toys,198.94,7.71,58x23x24
PRD00613,Add Pro,Sports,148.35,17.55,94x79x82
PRD00614,Represent Lite,Electronics,44.47,2.33,87x32x86
PRD00615,Forward Max,Books,113.16,0.64,16x100x66
PRD00616,Step Standard,Electronics,320.1,0.81,50x62x80
PRD00617,Form Lite,Home & Kitchen,180.82,12.04,14x8x66
PRD00618,Lose Max,Books,84.33,15.96,65x70x46
PRD00619,Any Lite,Home & Kitchen,25.25,12.57,93x59x33
PRD00620,Work Lite,Sports,338.57,0.34,98x16x8
PRD00621,Fund Standard,Sports,227.51,2.49,43x11x46
PRD00622,Peace Lite,Electronics,124.08,19.87,24x59x62
PRD00623,Really Max,Home & Kitchen,111.16,15.65,8x11x62
PRD00624,Sport Pro,Electronics,170.22,1.44,61x81x92
PRD00625,Whatever Pro,Home & Kitchen,61.48,12.52,77x76x70
PRD00626,Begin Max,Books,283.72,3.49,24x22x93
PRD00627,Which Max,Sports,391.13,12.38,94x35x57
PRD00628,Their Pro,Books,466.06,15.16,18x46x26
PRD00629,Grow Standard,Electronics,143.06,3.17,38x24x5
PRD00630,Else Lite,Sports,356.88,4.54,97x47x98
PRD00631,Hot Standard,Home & Kitchen,473.02,18.88,19x95x75
PRD00632,Edge Standard,Home & Kitchen,409.98,19.28,40x26x80
PRD00633,Personal Standard,Electronics,167.65,5.93,70x78x47
PRD00634,Point Lite,Sports,295.54,8.47,64x94x13
PRD00635,Order Standard,Home & Kitchen,348.94,8.79,100x81x80
PRD00636,Just Max,Home & Kitchen,93.05,4.09,40x14x56
PRD00637,Meeting Standard,Toys,299.25,10.77,52x82x53
PRD00638,Step Standard,Home & Kitchen,283.27,1.8,22x39x59
PRD00639,Main Lite,Sports,384.27,16.59,35x85x86
PRD00640,Director Lite,Sports,94.46,11.35,89x42x93
PRD00641,Now Pro,Electronics,169.39,3.79,78x80x22
PRD00642,Form Standard,Toys,357.91,13.34,21x25x79
PRD00643,New Max,Books,249.29,19.61,88x10x74
PRD00644,Trade Lite,Books,111.37,9.09,29x79x39
PRD00645,Material Standard,Home & Kitchen,104.26,11.59,20x13x87
PRD00646,Represent Pro,Toys,92.9,0.33,80x100x58
PRD00647,Seek Pro,Electronics,126.41,19.85,14x87x93
PRD00648,Thought Pro,Toys,438.39,13.19,48x35x20
PRD00649,Hair Pro,Electronics,33.95,16.86,70x81x46
PRD00650,Radio Standard,Electronics,49.9,15.54,30x66x71
PRD00651,Hour Pro,Sports,227.53,15.22,33x92x94
PRD00652,Chance Standard,Electronics,422.15,18.07,23x36x16
PRD00653,Relate Lite,Home & Kitchen,488.37,6.25,19x79x98
PRD00654,Role Max,Sports,104.29,15.53,74x7x60
PRD00655,Somebody Standard,Home & Kitchen,434.31,17.59,88x16x64
PRD00656,Lead Max,Toys,175.08,9.27,26x85x57
PRD00657,Smile Standard,Sports,338.39,11.05,40x6x43
PRD00658,Far Lite,Electronics,42.21,0.12,31x31x67
PRD00659,Their Pro,Home & Kitchen,138.98,6.79,18x37x15
PRD00660,Something Lite,Sports,367.38,16.95,55x90x98
PRD00661,Ever Pro,Sports,90.83,4.24,73x60x57
PRD00662,Have Pro,Sports,285.54,10.87,93x87x14
PRD00663,Six Pro,Books,431.67,11.59,15x53x12
PRD00664,Along Standard,Sports,10.65,19.63,50x69x98
PRD00665,Fight Standard,Home & Kitchen,379.55,17.1,98x75x82
PRD00666,Sing Standard,Electronics,125.15,18.9,57x40x72
PRD00667,Popular Pro,Books,372.35,11.5,68x43x82
PRD00668,Guess Pro,Books,119.49,16.32,11x63x90
PRD00669,Toward Pro,Home & Kitchen,292.47,15.42,88x55x22
PRD00670,Different Standard,Home & Kitchen,40.73,7.21,62x19x25
PRD00671,Run Lite,Sports,132.58,6.72,94x96x38
PRD00672,Senior Lite,Electronics,359.44,13.42,91x62x91
PRD00673,Apply Max,Books,236.12,19.04,74x85x58
PRD00674,Fear Max,Home & Kitchen,23.23,8.01,32x75x96
PRD00675,Four Max,Toys,476.23,17.66,79x5x41
PRD00676,Yard Pro,Toys,327.76,8.0,20x100x89
PRD00677,Public Standard,Home & Kitchen,224.54,8.74,59x69x51
PRD00678,Trouble Lite,Toys,245.13,12.66,96x69x84
PRD00679,As Max,Electronics,430.57,19.89,12x77x57
PRD00680,Concern Max,Sports,317.35,16.02,87x58x86
PRD00681,One Standard,Toys,447.92,18.17,47x16x29
PRD00682,Far Max,Home & Kitchen,28.85,10.63,53x7x74
PRD00683,Interesting Standard,Sports,21.77,11.64,46x67x5
PRD00684,Market Max,Toys,309.92,14.78,69x83x7
PRD00685,Positive Pro,Toys,213.8,15.41,93x41x9
PRD00686,Skill Max,Electronics,332.66,6.18,42x31x93
PRD00687,Sometimes Lite,Home & Kitchen,416.9,5.66,51x36x54
PRD00688,Home Lite,Electronics,325.98,13.11,67x100x66
PRD00689,Less Max,Sports,174.08,0.29,15x41x63
PRD00690,Police Max,Home & Kitchen,215.61,14.83,80x88x68
PRD00691,Quickly Lite,Books,49.98,16.58,86x83x74
PRD00692,Let Max,Electronics,438.48,1.1,42x22x88
PRD00693,Sort Standard,Sports,150.55,11.93,37x7x49
PRD00694,Democrat Pro,Books,371.53,4.82,73x92x25
PRD00695,Nearly Pro,Home & Kitchen,376.5,5.7,40x22x91
PRD00696,Debate Max,Books,143.59,4.49,15x95x98
PRD00697,Partner Max,Books,295.69,16.39,30x61x6
PRD00698,Heart Standard,Toys,417.39,14.28,48x67x39
PRD00699,Reduce Pro,Home & Kitchen,381.85,11.33,88x59x90
PRD00700,Cause Pro,Toys,492.66,0.76,63x94x100
PRD00701,Red Lite,Books,128.26,4.85,46x45x86
PRD00702,Whose Pro,Sports,175.1,14.25,91x39x39
PRD00703,Finish Pro,Home & Kitchen,416.14,3.04,59x83x69
PRD00704,Trouble Pro,Toys,266.95,15.06,100x82x61
PRD00705,Discover Pro,Electronics,338.82,4.97,25x31x60
PRD00706,Hard Max,Electronics,203.4,18.31,34x16x10
PRD00707,Surface Standard,Sports,291.76,0.43,85x49x37
PRD00708,Wife Max,Toys,457.7,19.54,8x34x44
PRD00709,Major Max,Home & Kitchen,288.44,9.86,80x88x70
PRD00710,Commercial Pro,Electronics,325.25,17.84,72x35x45
PRD00711,Partner Max,Home & Kitchen,146.73,12.91,92x51x49
PRD00712,Two Max,Sports,239.79,9.29,99x8x77
PRD00713,Agent Standard,Electronics,274.57,0.55,7x49x71
PRD00714,Lot Pro,Sports,172.23,17.24,21x93x39
PRD00715,Part Standard,Electronics,192.44,19.35,37x41x12
PRD00716,Attention Pro,Toys,436.42,19.55,92x59x70
PRD00717,Challenge Standard,Toys,230.42,19.66,62x74x20
PRD00718,Accept Lite,Books,75.35,14.32,40x41x12
PRD00719,Company Max,Sports,217.83,17.8,39x45x52
PRD00720,Former Lite,Home & Kitchen,313.84,7.45,37x24x43
PRD00721,Again Lite,Electronics,319.84,1.12,11x100x28
PRD00722,Once Max,Home & Kitchen,191.11,9.02,41x58x92
PRD00723,Alone Pro,Books,36.41,0.19,52x47x98
PRD00724,Enter Max,Books,374.1,3.43,44x13x99
PRD00725,Age Pro,Books,390.34,3.66,40x65x81
PRD00726,Outside Lite,Toys,384.17,5.67,24x34x61
PRD00727,Girl Lite,Home & Kitchen,378.62,13.98,7x72x16
PRD00728,Listen Max,Books,338.42,15.05,96x94x88
PRD00729,Reflect Pro,Sports,26.1,15.65,54x98x15
PRD00730,Response Max,Toys,337.72,2.87,53x74x59
PRD00731,Letter Pro,Home & Kitchen,287.35,11.99,11x79x34
PRD00732,Subject Lite,Electronics,370.46,10.62,21x64x5
PRD00733,Someone Max,Electronics,457.95,12.57,65x20x37
PRD00734,Seem Standard,Home & Kitchen,219.3,12.84,63x93x35
PRD00735,House Pro,Home & Kitchen,311.97,1.73,80x62x39
PRD00736,Successful Max,Home & Kitchen,192.69,15.43,82x89x98
PRD00737,Carry Max,Books,434.95,1.13,47x69x97
PRD00738,Put Standard,Toys,386.4,6.01,82x62x12
PRD00739,Work Standard,Sports,276.39,15.64,31x11x77
PRD00740,Continue Max,Sports,459.23,16.01,61x70x16
PRD00741,American Standard,Toys,37.14,8.04,10x69x23
PRD00742,Kid Standard,Toys,152.61,11.04,27x77x44
PRD00743,Interview Lite,Home & Kitchen,335.93,10.93,21x36x67
PRD00744,Executive Lite,Toys,423.71,13.4,5x33x36
PRD00745,Staff Lite,Home & Kitchen,497.31,17.23,54x38x44
PRD00746,Between Standard,Books,442.71,14.05,93x6x13
PRD00747,Up Pro,Electronics,412.15,1.2,80x93x11
PRD00748,Break Pro,Sports,323.78,10.42,48x51x79
PRD00749,Inside Standard,Home & Kitchen,355.84,19.79,60x76x26
PRD00750,Send Lite,Home & Kitchen,248.16,7.96,50x68x95
PRD00751,Seek Standard,Books,329.55,11.1,15x66x15
PRD00752,Necessary Max,Books,400.6,0.67,81x11x17
PRD00753,Far Lite,Toys,109.38,7.86,24x78x59
PRD00754,Professional Standard,Toys,66.95,2.61,59x40x14
PRD00755,From Pro,Electronics,233.6,6.42,71x29x67
PRD00756,Perhaps Pro,Toys,419.67,11.57,54x15x99
PRD00757,Knowledge Lite,Electronics,201.39,9.18,11x84x37
PRD00758,Themselves Standard,Home & Kitchen,120.49,9.11,70x92x51
PRD00759,First Max,Books,314.4,2.9,13x47x70
PRD00760,Or Standard,Home & Kitchen,341.45,3.09,49x23x6
PRD00761,Pm Max,Books,363.8,2.8,64x77x47
PRD00762,Stand Standard,Books,386.4,4.36,49x52x50
PRD00763,Politics Standard,Electronics,96.23,0.92,14x25x68
PRD00764,Far Pro,Sports,253.5,16.33,55x10x95
PRD00765,About Max,Books,364.8,14.44,50x50x37
PRD00766,Site Lite,Home & Kitchen,307.14,6.37,14x97x79
PRD00767,Catch Lite,Sports,280.25,16.34,9x36x38
PRD00768,Clear Max,Home & Kitchen,120.1,13.81,31x86x85
PRD00769,Decision Max,Home & Kitchen,251.02,1.02,68x22x33
PRD00770,Candidate Standard,Toys,65.54,10.34,27x8x85
PRD00771,Federal Max,Sports,268.73,14.5,98x26x58
PRD00772,Pm Lite,Toys,18.57,15.12,10x84x24
PRD00773,Of Lite,Home & Kitchen,99.05,18.77,15x27x83
PRD00774,Work Standard,Toys,12.43,9.42,83x54x91
PRD00775,Look Max,Toys,238.51,8.23,14x82x24
PRD00776,Possible Standard,Sports,402.56,2.82,43x72x21
PRD00777,Cut Pro,Electronics,64.0,0.6,72x37x5
PRD00778,Happen Max,Sports,457.5,9.61,99x27x99
PRD00779,Drug Pro,Electronics,276.82,1.1,54x18x67
PRD00780,Model Pro,Sports,372.2,17.28,39x64x85
PRD00781,Continue Lite,Electronics,122.7,9.7,34x10x34
PRD00782,Again Lite,Sports,94.58,13.56,84x29x26
PRD00783,Seem Standard,Books,246.16,8.2,23x98x83
PRD00784,Such Lite,Home & Kitchen,159.18,7.68,98x61x22
PRD00785,Quickly Pro,Toys,152.35,13.72,40x77x79
PRD00786,Language Max,Books,229.15,10.1,31x29x78
PRD00787,Next Max,Toys,307.24,3.39,99x24x10
PRD00788,Kind Max,Home & Kitchen,251.51,19.68,76x41x98
PRD00789,Hear Pro,Electronics,305.78,15.23,56x46x55
PRD00790,Past Max,Sports,91.04,19.4,40x72x69
PRD00791,Store Lite,Toys,81.83,13.99,59x100x36
PRD00792,Forget Standard,Sports,239.16,19.18,58x55x73
PRD00793,Those Max,Home & Kitchen,93.26,18.65,87x24x21
PRD00794,Subject Standard,Toys,340.04,8.25,58x91x23
PRD00795,Seek Lite,Home & Kitchen,44.82,8.75,37x15x90
PRD00796,Model Pro,Books,80.79,4.37,49x99x70
PRD00797,Job Lite,Books,112.88,5.88,98x46x51
PRD00798,Chair Lite,Books,91.23,9.74,69x12x31
PRD00799,Table Standard,Home & Kitchen,326.54,3.23,5x81x67
PRD00800,Six Max,Electronics,175.81,19.51,27x86x80
PRD00801,Ball Pro,Toys,15.71,2.69,93x28x100
PRD00802,Yeah Standard,Toys,390.2,12.66,52x37x34
PRD00803,True Lite,Toys,288.37,10.96,10x41x84
PRD00804,Far Max,Books,436.42,2.21,27x44x57
PRD00805,Campaign Standard,Home & Kitchen,346.64,12.89,73x86x83
PRD00806,Guess Lite,Electronics,57.17,3.62,97x61x94
PRD00807,Eat Lite,Sports,427.83,4.3,23x75x55
PRD00808,Participant Max,Home & Kitchen,457.29,6.34,48x20x49
PRD00809,Campaign Max,Toys,25.25,18.84,21x64x62
PRD00810,Girl Standard,Electronics,267.19,12.06,67x54x81
PRD00811,Lose Lite,Sports,61.06,5.91,77x46x81
PRD00812,On Lite,Toys,150.58,14.71,37x98x67
PRD00813,Author Pro,Books,478.9,19.26,42x15x8
PRD00814,Finish Max,Toys,189.26,16.27,5x57x42
PRD00815,Memory Lite,Electronics,423.67,12.62,31x35x87
PRD00816,Perhaps Standard,Sports,15.28,8.27,9x79x36
PRD00817,Free Lite,Home & Kitchen,86.91,7.64,63x27x20
PRD00818,Week Standard,Sports,482.82,5.68,8x75x19
PRD00819,Heart Standard,Home & Kitchen,415.98,9.75,32x13x84
PRD00820,Would Pro,Toys,360.3,2.87,24x31x69
PRD00821,Build Standard,Electronics,470.82,4.84,94x65x48
PRD00822,Fast Pro,Electronics,124.74,9.14,45x92x67
PRD00823,Wish Lite,Sports,312.45,18.58,50x26x31
PRD00824,Study Pro,Books,152.84,0.35,16x25x72
PRD00825,Really Max,Home & Kitchen,499.46,9.07,45x58x42
PRD00826,Reach Lite,Sports,193.52,3.66,16x22x41
PRD00827,Scientist Max,Toys,54.21,6.35,100x59x88
PRD00828,Matter Standard,Toys,114.78,16.68,77x12x89
PRD00829,Similar Max,Electronics,426.98,8.18,53x35x39
PRD00830,Professor Pro,Home & Kitchen,370.8,14.17,13x58x36
PRD00831,Check Standard,Home & Kitchen,418.74,8.3,45x46x51
PRD00832,Foot Max,Home & Kitchen,417.46,0.3,72x97x55
PRD00833,Improve Standard,Toys,124.37,9.54,56x53x34
PRD00834,Behavior Max,Toys,480.88,16.92,56x36x73
PRD00835,Smile Pro,Home & Kitchen,364.03,11.09,66x93x80
PRD00836,Wait Pro,Toys,61.64,8.39,15x54x57
PRD00837,Board Max,Sports,110.16,17.87,10x44x6
PRD00838,Five Pro,Electronics,434.77,6.75,72x33x97
PRD00839,Indeed Max,Home & Kitchen,248.95,17.75,32x40x67
PRD00840,Tough Standard,Home & Kitchen,213.32,6.08,42x86x8
PRD00841,Sometimes Standard,Sports,479.64,12.02,58x22x69
PRD00842,Evening Max,Toys,437.91,17.16,48x55x99
PRD00843,Out Pro,Books,202.66,17.69,80x27x49
PRD00844,Exist Standard,Books,119.9,14.0,99x12x85
PRD00845,Research Max,Electronics,241.26,10.19,61x19x99
PRD00846,Research Pro,Toys,252.88,17.9,40x17x41
PRD00847,Administration Max,Toys,68.24,11.9,30x6x42
PRD00848,Article Lite,Toys,66.27,3.81,12x80x47
PRD00849,Rock Max,Sports,138.26,11.04,85x53x60
PRD00850,Eye Lite,Home & Kitchen,422.96,18.14,97x20x20
PRD00851,Feeling Pro,Books,374.59,6.72,59x62x32
PRD00852,Reach Lite,Sports,375.01,5.27,66x48x29
PRD00853,Character Lite,Sports,84.89,1.43,39x99x43
PRD00854,Through Max,Toys,358.72,3.58,22x31x63
PRD00855,Parent Lite,Home & Kitchen,100.06,2.26,18x92x73
PRD00856,Town Pro,Books,314.04,0.8,76x94x91
PRD00857,One Max,Home & Kitchen,397.54,13.91,27x47x83
PRD00858,Senior Max,Books,277.47,14.45,63x9x63
PRD00859,Always Lite,Electronics,439.21,10.21,32x31x70
PRD00860,Type Lite,Electronics,59.96,6.66,37x39x31
PRD00861,Wear Lite,Home & Kitchen,142.31,19.98,98x32x81
PRD00862,Bring Pro,Electronics,489.61,5.7,39x36x21
PRD00863,Stand Pro,Electronics,295.22,12.22,54x29x23
PRD00864,Nation Pro,Sports,67.09,6.36,35x34x30
PRD00865,Arrive Lite,Toys,298.85,6.28,73x72x61
